,var,med
8035,Zm00001d024253,Zm00001d024253
8036,Zm00001d026269,Zm00001d026269
8037,Zm00001d026625,Zm00001d026625
8038,Zm00001d025284,Zm00001d025284
8039,Zm00001d023216,Zm00001d023216
8040,Zm00001d026673,Zm00001d026673
8041,Zm00001d023445,Zm00001d023445
8042,Zm00001d023859,Zm00001d023859
8043,Zm00001d024187,Zm00001d024187
8044,Zm00001d026544,Zm00001d026544
8045,Zm00001d026125,Zm00001d026125
8046,Zm00001d026659,Zm00001d026659
8047,Zm00001d024625,Zm00001d024625
8048,Zm00001d025426,Zm00001d025426
8049,Zm00001d023799,Zm00001d023799
8050,Zm00001d026633,Zm00001d026633
8051,Zm00001d024654,Zm00001d024654
8052,Zm00001d026087,Zm00001d026087
8053,Zm00001d023641,Zm00001d023641
8054,Zm00001d026494,Zm00001d026494
8055,Zm00001d026163,Zm00001d026163
8056,Zm00001d025677,Zm00001d025677
8057,Zm00001d026297,Zm00001d026297
8058,Zm00001d024942,Zm00001d024942
8059,Zm00001d024462,Zm00001d024462
8060,Zm00001d023271,Zm00001d023271
8061,Zm00001d026323,Zm00001d026323
8062,Zm00001d025601,Zm00001d025601
8063,Zm00001d025844,Zm00001d025844
8064,Zm00001d023939,Zm00001d023939
8065,Zm00001d024852,Zm00001d024852
8066,Zm00001d023746,Zm00001d023746
8067,Zm00001d023736,Zm00001d023736
8068,Zm00001d026434,Zm00001d026434
8069,Zm00001d023507,Zm00001d023507
8070,Zm00001d024343,Zm00001d024343
8071,Zm00001d024866,Zm00001d024866
8072,Zm00001d026077,Zm00001d026077
8073,Zm00001d025504,Zm00001d025504
8074,Zm00001d026549,Zm00001d026549
8075,Zm00001d023487,Zm00001d023487
8076,Zm00001d024034,Zm00001d024034
8077,Zm00001d026350,Zm00001d026350
8078,Zm00001d024225,Zm00001d024225
8079,Zm00001d025306,Zm00001d025306
8080,Zm00001d023531,Zm00001d023531
8081,Zm00001d024617,Zm00001d024617
8082,Zm00001d025477,Zm00001d025477
8083,Zm00001d024171,Zm00001d024171
8084,Zm00001d025517,Zm00001d025517
8085,Zm00001d024691,Zm00001d024691
8086,Zm00001d025642,Zm00001d025642
8087,Zm00001d024164,Zm00001d024164
8088,Zm00001d024577,Zm00001d024577
8089,Zm00001d025324,Zm00001d025324
8090,Zm00001d025874,Zm00001d025874
8091,Zm00001d023286,Zm00001d023286
8092,Zm00001d026031,Zm00001d026031
8093,Zm00001d026628,Zm00001d026628
8094,Zm00001d025851,Zm00001d025851
8095,Zm00001d024927,Zm00001d024927
8096,Zm00001d025695,Zm00001d025695
8097,Zm00001d024753,Zm00001d024753
8098,Zm00001d023265,Zm00001d023265
8099,Zm00001d025676,Zm00001d025676
8100,Zm00001d026405,Zm00001d026405
8101,Zm00001d025990,Zm00001d025990
8102,Zm00001d024322,Zm00001d024322
8103,Zm00001d024229,Zm00001d024229
8104,Zm00001d025508,Zm00001d025508
8105,Zm00001d023758,Zm00001d023758
8106,Zm00001d023718,Zm00001d023718
8107,Zm00001d023514,Zm00001d023514
8108,Zm00001d025835,Zm00001d025835
8109,Zm00001d025839,Zm00001d025839
8110,Zm00001d026146,Zm00001d026146
8111,Zm00001d024787,Zm00001d024787
8112,Zm00001d025250,Zm00001d025250
8113,Zm00001d026213,Zm00001d026213
8114,Zm00001d023405,Zm00001d023405
8115,Zm00001d025827,Zm00001d025827
8116,Zm00001d025266,Zm00001d025266
8117,Zm00001d024701,Zm00001d024701
8118,Zm00001d026286,Zm00001d026286
8119,Zm00001d025442,Zm00001d025442
8120,Zm00001d025774,Zm00001d025774
8121,Zm00001d025051,Zm00001d025051
8122,Zm00001d023483,Zm00001d023483
8123,Zm00001d023413,Zm00001d023413
8124,Zm00001d026191,Zm00001d026191
8125,Zm00001d023739,Zm00001d023739
8126,Zm00001d024958,Zm00001d024958
8127,Zm00001d026652,Zm00001d026652
8128,Zm00001d024930,Zm00001d024930
8129,Zm00001d025540,Zm00001d025540
8130,Zm00001d024158,Zm00001d024158
8131,Zm00001d026301,Zm00001d026301
8132,Zm00001d026115,Zm00001d026115
8133,Zm00001d025669,Zm00001d025669
8134,Zm00001d024197,Zm00001d024197
8135,Zm00001d024835,Zm00001d024835
8136,Zm00001d026199,Zm00001d026199
8137,Zm00001d025390,Zm00001d025390
8138,Zm00001d023391,Zm00001d023391
8139,Zm00001d024532,Zm00001d024532
8140,Zm00001d025073,Zm00001d025073
8141,Zm00001d024725,Zm00001d024725
8142,Zm00001d024915,Zm00001d024915
8143,Zm00001d026265,Zm00001d026265
8144,Zm00001d023723,Zm00001d023723
8145,Zm00001d025757,Zm00001d025757
8146,Zm00001d025740,Zm00001d025740
8147,Zm00001d026367,Zm00001d026367
8148,Zm00001d024711,Zm00001d024711
8149,Zm00001d025930,Zm00001d025930
8150,Zm00001d023654,Zm00001d023654
8151,Zm00001d026221,Zm00001d026221
8152,Zm00001d025420,Zm00001d025420
8153,Zm00001d024635,Zm00001d024635
8154,Zm00001d023901,Zm00001d023901
8155,Zm00001d026008,Zm00001d026008
8156,Zm00001d026362,Zm00001d026362
8157,Zm00001d024608,Zm00001d024608
8158,Zm00001d024776,Zm00001d024776
8159,Zm00001d026109,Zm00001d026109
8160,Zm00001d026040,Zm00001d026040
8161,Zm00001d024431,Zm00001d024431
8162,Zm00001d025561,Zm00001d025561
8163,Zm00001d025810,Zm00001d025810
8164,Zm00001d025374,Zm00001d025374
8165,Zm00001d025705,Zm00001d025705
8166,Zm00001d026663,Zm00001d026663
8167,Zm00001d024568,Zm00001d024568
8168,Zm00001d024883,Zm00001d024883
8169,Zm00001d024840,Zm00001d024840
8170,Zm00001d026691,Zm00001d026691
8171,Zm00001d026517,Zm00001d026517
8172,Zm00001d023842,Zm00001d023842
8173,Zm00001d023366,Zm00001d023366
8174,Zm00001d024698,Zm00001d024698
8175,Zm00001d026574,Zm00001d026574
8176,Zm00001d024590,Zm00001d024590
8177,Zm00001d023912,Zm00001d023912
8178,Zm00001d026514,Zm00001d026514
8179,Zm00001d025539,Zm00001d025539
8180,Zm00001d026026,Zm00001d026026
8181,Zm00001d026284,Zm00001d026284
8182,Zm00001d025557,Zm00001d025557
8183,Zm00001d026437,Zm00001d026437
8184,Zm00001d023278,Zm00001d023278
8185,Zm00001d025777,Zm00001d025777
8186,Zm00001d026375,Zm00001d026375
8187,Zm00001d023783,Zm00001d023783
8188,Zm00001d025308,Zm00001d025308
8189,Zm00001d025940,Zm00001d025940
8190,Zm00001d024356,Zm00001d024356
8191,Zm00001d023534,Zm00001d023534
8192,Zm00001d023593,Zm00001d023593
8193,Zm00001d025962,Zm00001d025962
8194,Zm00001d023652,Zm00001d023652
8195,Zm00001d023246,Zm00001d023246
8196,Zm00001d024313,Zm00001d024313
8197,Zm00001d026062,Zm00001d026062
8198,Zm00001d026091,Zm00001d026091
8199,Zm00001d024612,Zm00001d024612
8200,Zm00001d026357,Zm00001d026357
8201,Zm00001d025602,Zm00001d025602
8202,Zm00001d025509,Zm00001d025509
8203,Zm00001d025230,Zm00001d025230
8204,Zm00001d023316,Zm00001d023316
8205,Zm00001d025591,Zm00001d025591
8206,Zm00001d024913,Zm00001d024913
8207,Zm00001d025901,Zm00001d025901
8208,Zm00001d026429,Zm00001d026429
8209,Zm00001d025187,Zm00001d025187
8210,Zm00001d025615,Zm00001d025615
8211,Zm00001d023492,Zm00001d023492
8212,Zm00001d026303,Zm00001d026303
8213,Zm00001d025459,Zm00001d025459
8214,Zm00001d025633,Zm00001d025633
8215,Zm00001d024421,Zm00001d024421
8216,Zm00001d024803,Zm00001d024803
8217,Zm00001d025982,Zm00001d025982
8218,Zm00001d024234,Zm00001d024234
8219,Zm00001d025668,Zm00001d025668
8220,Zm00001d024243,Zm00001d024243
8221,Zm00001d026572,Zm00001d026572
8222,Zm00001d024878,Zm00001d024878
8223,Zm00001d026678,Zm00001d026678
8224,Zm00001d023582,Zm00001d023582
8225,Zm00001d026181,Zm00001d026181
8226,Zm00001d025675,Zm00001d025675
8227,Zm00001d023571,Zm00001d023571
8228,Zm00001d026404,Zm00001d026404
8229,Zm00001d026556,Zm00001d026556
8230,Zm00001d024059,Zm00001d024059
8231,Zm00001d025053,Zm00001d025053
8232,Zm00001d026394,Zm00001d026394
8233,Zm00001d026567,Zm00001d026567
8234,Zm00001d024559,Zm00001d024559
8235,Zm00001d025841,Zm00001d025841
8236,Zm00001d025869,Zm00001d025869
8237,Zm00001d025066,Zm00001d025066
8238,Zm00001d023759,Zm00001d023759
8239,Zm00001d026657,Zm00001d026657
8240,Zm00001d025863,Zm00001d025863
8241,Zm00001d026068,Zm00001d026068
8242,Zm00001d024401,Zm00001d024401
8243,Zm00001d026126,Zm00001d026126
8244,Zm00001d023452,Zm00001d023452
8245,Zm00001d026186,Zm00001d026186
8246,Zm00001d024376,Zm00001d024376
8247,Zm00001d025114,Zm00001d025114
8248,Zm00001d024926,Zm00001d024926
8249,Zm00001d024409,Zm00001d024409
8250,Zm00001d025725,Zm00001d025725
8251,Zm00001d025457,Zm00001d025457
8252,Zm00001d024156,Zm00001d024156
8253,Zm00001d026665,Zm00001d026665
8254,Zm00001d026554,Zm00001d026554
8255,Zm00001d025803,Zm00001d025803
8256,Zm00001d024661,Zm00001d024661
8257,Zm00001d024992,Zm00001d024992
8258,Zm00001d023857,Zm00001d023857
8259,Zm00001d024036,Zm00001d024036
8260,Zm00001d025334,Zm00001d025334
8261,Zm00001d023425,Zm00001d023425
8262,Zm00001d023610,Zm00001d023610
8263,Zm00001d023551,Zm00001d023551
8264,Zm00001d025081,Zm00001d025081
8265,Zm00001d024869,Zm00001d024869
8266,Zm00001d026669,Zm00001d026669
8267,Zm00001d025616,Zm00001d025616
8268,Zm00001d026368,Zm00001d026368
8269,Zm00001d026485,Zm00001d026485
8270,Zm00001d024196,Zm00001d024196
8271,Zm00001d025679,Zm00001d025679
8272,Zm00001d024695,Zm00001d024695
8273,Zm00001d025726,Zm00001d025726
8274,Zm00001d025881,Zm00001d025881
8275,Zm00001d024775,Zm00001d024775
8276,Zm00001d023562,Zm00001d023562
8277,Zm00001d024060,Zm00001d024060
8278,Zm00001d023602,Zm00001d023602
8279,Zm00001d026279,Zm00001d026279
8280,Zm00001d023671,Zm00001d023671
8281,Zm00001d026043,Zm00001d026043
8282,Zm00001d025786,Zm00001d025786
8283,Zm00001d025417,Zm00001d025417
8284,Zm00001d026253,Zm00001d026253
8285,Zm00001d024595,Zm00001d024595
8286,Zm00001d024314,Zm00001d024314
8287,Zm00001d024672,Zm00001d024672
8288,Zm00001d026078,Zm00001d026078
8289,Zm00001d025364,Zm00001d025364
8290,Zm00001d024410,Zm00001d024410
8291,Zm00001d025078,Zm00001d025078
8292,Zm00001d023906,Zm00001d023906
8293,Zm00001d023747,Zm00001d023747
8294,Zm00001d025101,Zm00001d025101
8295,Zm00001d023476,Zm00001d023476
8296,Zm00001d025752,Zm00001d025752
8297,Zm00001d025931,Zm00001d025931
8298,Zm00001d024497,Zm00001d024497
8299,Zm00001d025371,Zm00001d025371
8300,Zm00001d026095,Zm00001d026095
8301,Zm00001d026118,Zm00001d026118
8302,Zm00001d023442,Zm00001d023442
8303,Zm00001d023488,Zm00001d023488
8304,Zm00001d025514,Zm00001d025514
8305,Zm00001d026194,Zm00001d026194
8306,Zm00001d023717,Zm00001d023717
8307,Zm00001d024970,Zm00001d024970
8308,Zm00001d024763,Zm00001d024763
8309,Zm00001d026106,Zm00001d026106
8310,Zm00001d026387,Zm00001d026387
8311,Zm00001d025095,Zm00001d025095
8312,Zm00001d024203,Zm00001d024203
8313,Zm00001d024346,Zm00001d024346
8314,Zm00001d024954,Zm00001d024954
8315,Zm00001d023300,Zm00001d023300
8316,Zm00001d026154,Zm00001d026154
8317,Zm00001d025955,Zm00001d025955
8318,Zm00001d025621,Zm00001d025621
8319,Zm00001d025282,Zm00001d025282
8320,Zm00001d025447,Zm00001d025447
8321,Zm00001d025692,Zm00001d025692
8322,Zm00001d025877,Zm00001d025877
8323,Zm00001d023248,Zm00001d023248
8324,Zm00001d023867,Zm00001d023867
8325,Zm00001d026698,Zm00001d026698
8326,Zm00001d023752,Zm00001d023752
8327,Zm00001d026307,Zm00001d026307
8328,Zm00001d024588,Zm00001d024588
8329,Zm00001d023765,Zm00001d023765
8330,Zm00001d023215,Zm00001d023215
8331,Zm00001d026290,Zm00001d026290
8332,Zm00001d025817,Zm00001d025817
8333,Zm00001d026245,Zm00001d026245
8334,Zm00001d026585,Zm00001d026585
8335,Zm00001d023978,Zm00001d023978
8336,Zm00001d025797,Zm00001d025797
8337,Zm00001d024338,Zm00001d024338
8338,Zm00001d023495,Zm00001d023495
8339,Zm00001d024489,Zm00001d024489
8340,Zm00001d023660,Zm00001d023660
8341,Zm00001d026358,Zm00001d026358
8342,Zm00001d024858,Zm00001d024858
8343,Zm00001d023964,Zm00001d023964
8344,Zm00001d024055,Zm00001d024055
8345,Zm00001d024821,Zm00001d024821
8346,Zm00001d025735,Zm00001d025735
8347,Zm00001d026606,Zm00001d026606
8348,Zm00001d025607,Zm00001d025607
8349,Zm00001d023539,Zm00001d023539
8350,Zm00001d026510,Zm00001d026510
8351,Zm00001d024437,Zm00001d024437
8352,Zm00001d024558,Zm00001d024558
8353,Zm00001d023331,Zm00001d023331
8354,Zm00001d024083,Zm00001d024083
8355,Zm00001d026500,Zm00001d026500
8356,Zm00001d024979,Zm00001d024979
8357,Zm00001d026426,Zm00001d026426
8358,Zm00001d026664,Zm00001d026664
8359,Zm00001d026376,Zm00001d026376
8360,Zm00001d025309,Zm00001d025309
8361,Zm00001d023979,Zm00001d023979
8362,Zm00001d023258,Zm00001d023258
8363,Zm00001d023804,Zm00001d023804
8364,Zm00001d026348,Zm00001d026348
8365,Zm00001d024665,Zm00001d024665
8366,Zm00001d025575,Zm00001d025575
8367,Zm00001d026150,Zm00001d026150
8368,Zm00001d023341,Zm00001d023341
8369,Zm00001d023291,Zm00001d023291
8370,Zm00001d026249,Zm00001d026249
8371,Zm00001d023719,Zm00001d023719
8372,Zm00001d024744,Zm00001d024744
8373,Zm00001d023501,Zm00001d023501
8374,Zm00001d025435,Zm00001d025435
8375,Zm00001d024484,Zm00001d024484
8376,Zm00001d026469,Zm00001d026469
8377,Zm00001d024507,Zm00001d024507
8378,Zm00001d024373,Zm00001d024373
8379,Zm00001d025760,Zm00001d025760
8380,Zm00001d023283,Zm00001d023283
8381,Zm00001d024741,Zm00001d024741
8382,Zm00001d024143,Zm00001d024143
8383,Zm00001d025388,Zm00001d025388
8384,Zm00001d024183,Zm00001d024183
8385,Zm00001d023399,Zm00001d023399
8386,Zm00001d026451,Zm00001d026451
8387,Zm00001d026149,Zm00001d026149
8388,Zm00001d026063,Zm00001d026063
8389,Zm00001d024213,Zm00001d024213
8390,Zm00001d024414,Zm00001d024414
8391,Zm00001d026302,Zm00001d026302
8392,Zm00001d024159,Zm00001d024159
8393,Zm00001d024957,Zm00001d024957
8394,Zm00001d026317,Zm00001d026317
8395,Zm00001d024237,Zm00001d024237
8396,Zm00001d023592,Zm00001d023592
8397,Zm00001d023542,Zm00001d023542
8398,Zm00001d025987,Zm00001d025987
8399,Zm00001d024934,Zm00001d024934
8400,Zm00001d023953,Zm00001d023953
8401,Zm00001d025454,Zm00001d025454
8402,Zm00001d024310,Zm00001d024310
8403,Zm00001d024305,Zm00001d024305
8404,Zm00001d023420,Zm00001d023420
8405,Zm00001d023410,Zm00001d023410
8406,Zm00001d026178,Zm00001d026178
8407,Zm00001d025963,Zm00001d025963
8408,Zm00001d024784,Zm00001d024784
8409,Zm00001d026471,Zm00001d026471
8410,Zm00001d026259,Zm00001d026259
8411,Zm00001d026683,Zm00001d026683
8412,Zm00001d023788,Zm00001d023788
8413,Zm00001d026509,Zm00001d026509
8414,Zm00001d025822,Zm00001d025822
8415,Zm00001d026073,Zm00001d026073
8416,Zm00001d023899,Zm00001d023899
8417,Zm00001d025581,Zm00001d025581
8418,Zm00001d026331,Zm00001d026331
8419,Zm00001d023324,Zm00001d023324
8420,Zm00001d023558,Zm00001d023558
8421,Zm00001d023473,Zm00001d023473
8422,Zm00001d023793,Zm00001d023793
8423,Zm00001d025161,Zm00001d025161
8424,Zm00001d024585,Zm00001d024585
8425,Zm00001d025996,Zm00001d025996
8426,Zm00001d026475,Zm00001d026475
8427,Zm00001d025337,Zm00001d025337
8428,Zm00001d026442,Zm00001d026442
8429,Zm00001d026094,Zm00001d026094
8430,Zm00001d026258,Zm00001d026258
8431,Zm00001d024273,Zm00001d024273
8432,Zm00001d024598,Zm00001d024598
8433,Zm00001d025414,Zm00001d025414
8434,Zm00001d025586,Zm00001d025586
8435,Zm00001d025920,Zm00001d025920
8436,Zm00001d024833,Zm00001d024833
8437,Zm00001d025460,Zm00001d025460
8438,Zm00001d024527,Zm00001d024527
8439,Zm00001d023434,Zm00001d023434
8440,Zm00001d023611,Zm00001d023611
8441,Zm00001d026370,Zm00001d026370
8442,Zm00001d026134,Zm00001d026134
8443,Zm00001d026447,Zm00001d026447
8444,Zm00001d024033,Zm00001d024033
8445,Zm00001d023334,Zm00001d023334
8446,Zm00001d026390,Zm00001d026390
8447,Zm00001d023352,Zm00001d023352
8448,Zm00001d025467,Zm00001d025467
8449,Zm00001d026462,Zm00001d026462
8450,Zm00001d023249,Zm00001d023249
8451,Zm00001d026523,Zm00001d026523
8452,Zm00001d023674,Zm00001d023674
8453,Zm00001d025403,Zm00001d025403
8454,Zm00001d025381,Zm00001d025381
8455,Zm00001d025545,Zm00001d025545
8456,Zm00001d026334,Zm00001d026334
8457,Zm00001d026607,Zm00001d026607
8458,Zm00001d025000,Zm00001d025000
8459,Zm00001d023605,Zm00001d023605
8460,Zm00001d024363,Zm00001d024363
8461,Zm00001d024944,Zm00001d024944
8462,Zm00001d024333,Zm00001d024333
8463,Zm00001d025491,Zm00001d025491
8464,Zm00001d025710,Zm00001d025710
8465,Zm00001d024324,Zm00001d024324
8466,Zm00001d023369,Zm00001d023369
8467,Zm00001d026568,Zm00001d026568
8468,Zm00001d026478,Zm00001d026478
8469,Zm00001d026547,Zm00001d026547
8470,Zm00001d026173,Zm00001d026173
8471,Zm00001d023887,Zm00001d023887
8472,Zm00001d024732,Zm00001d024732
8473,Zm00001d023263,Zm00001d023263
8474,Zm00001d025789,Zm00001d025789
8475,Zm00001d023703,Zm00001d023703
8476,Zm00001d023235,Zm00001d023235
8477,Zm00001d025410,Zm00001d025410
8478,Zm00001d025975,Zm00001d025975
8479,Zm00001d023302,Zm00001d023302
8480,Zm00001d026020,Zm00001d026020
8481,Zm00001d026599,Zm00001d026599
8482,Zm00001d026706,Zm00001d026706
8483,Zm00001d024082,Zm00001d024082
8484,Zm00001d025654,Zm00001d025654
8485,Zm00001d026312,Zm00001d026312
8486,Zm00001d024347,Zm00001d024347
8487,Zm00001d024339,Zm00001d024339
8488,Zm00001d024857,Zm00001d024857
8489,Zm00001d023239,Zm00001d023239
8490,Zm00001d025958,Zm00001d025958
8491,Zm00001d024048,Zm00001d024048
8492,Zm00001d025649,Zm00001d025649
8493,Zm00001d026266,Zm00001d026266
8494,Zm00001d026197,Zm00001d026197
8495,Zm00001d026588,Zm00001d026588
8496,Zm00001d023957,Zm00001d023957
8497,Zm00001d025915,Zm00001d025915
8498,Zm00001d025188,Zm00001d025188
8499,Zm00001d025952,Zm00001d025952
8500,Zm00001d024795,Zm00001d024795
8501,Zm00001d026113,Zm00001d026113
8502,Zm00001d024734,Zm00001d024734
8503,Zm00001d025979,Zm00001d025979
8504,Zm00001d025573,Zm00001d025573
8505,Zm00001d023361,Zm00001d023361
8506,Zm00001d024345,Zm00001d024345
8507,Zm00001d023480,Zm00001d023480
8508,Zm00001d025816,Zm00001d025816
8509,Zm00001d024294,Zm00001d024294
8510,Zm00001d025400,Zm00001d025400
8511,Zm00001d026236,Zm00001d026236
8512,Zm00001d023320,Zm00001d023320
8513,Zm00001d023280,Zm00001d023280
8514,Zm00001d025626,Zm00001d025626
8515,Zm00001d025812,Zm00001d025812
8516,Zm00001d023512,Zm00001d023512
8517,Zm00001d026593,Zm00001d026593
8518,Zm00001d024897,Zm00001d024897
8519,Zm00001d025785,Zm00001d025785
8520,Zm00001d024751,Zm00001d024751
8521,Zm00001d025006,Zm00001d025006
8522,Zm00001d025674,Zm00001d025674
8523,Zm00001d024715,Zm00001d024715
8524,Zm00001d023866,Zm00001d023866
8525,Zm00001d026529,Zm00001d026529
8526,Zm00001d023401,Zm00001d023401
8527,Zm00001d025992,Zm00001d025992
8528,Zm00001d026206,Zm00001d026206
8529,Zm00001d023327,Zm00001d023327
8530,Zm00001d024119,Zm00001d024119
8531,Zm00001d026692,Zm00001d026692
8532,Zm00001d024207,Zm00001d024207
8533,Zm00001d026446,Zm00001d026446
8534,Zm00001d026474,Zm00001d026474
8535,Zm00001d026132,Zm00001d026132
8536,Zm00001d023926,Zm00001d023926
8537,Zm00001d026515,Zm00001d026515
8538,Zm00001d023309,Zm00001d023309
8539,Zm00001d025226,Zm00001d025226
8540,Zm00001d025080,Zm00001d025080
8541,Zm00001d023402,Zm00001d023402
8542,Zm00001d026002,Zm00001d026002
8543,Zm00001d026516,Zm00001d026516
8544,Zm00001d023818,Zm00001d023818
8545,Zm00001d024355,Zm00001d024355
8546,Zm00001d025392,Zm00001d025392
8547,Zm00001d024819,Zm00001d024819
8548,Zm00001d025019,Zm00001d025019
8549,Zm00001d023684,Zm00001d023684
8550,Zm00001d026032,Zm00001d026032
8551,Zm00001d024195,Zm00001d024195
8552,Zm00001d025580,Zm00001d025580
8553,Zm00001d025828,Zm00001d025828
8554,Zm00001d024012,Zm00001d024012
8555,Zm00001d025287,Zm00001d025287
8556,Zm00001d025667,Zm00001d025667
8557,Zm00001d026363,Zm00001d026363
8558,Zm00001d024519,Zm00001d024519
8559,Zm00001d024308,Zm00001d024308
8560,Zm00001d023907,Zm00001d023907
8561,Zm00001d024051,Zm00001d024051
8562,Zm00001d025441,Zm00001d025441
8563,Zm00001d025587,Zm00001d025587
8564,Zm00001d023903,Zm00001d023903
8565,Zm00001d023227,Zm00001d023227
8566,Zm00001d023836,Zm00001d023836
8567,Zm00001d025759,Zm00001d025759
8568,Zm00001d026254,Zm00001d026254
8569,Zm00001d023266,Zm00001d023266
8570,Zm00001d024411,Zm00001d024411
8571,Zm00001d023579,Zm00001d023579
8572,Zm00001d023443,Zm00001d023443
8573,Zm00001d026490,Zm00001d026490
8574,Zm00001d026634,Zm00001d026634
8575,Zm00001d024248,Zm00001d024248
8576,Zm00001d025638,Zm00001d025638
8577,Zm00001d023800,Zm00001d023800
8578,Zm00001d023210,Zm00001d023210
8579,Zm00001d025094,Zm00001d025094
8580,Zm00001d026255,Zm00001d026255
8581,Zm00001d026551,Zm00001d026551
8582,Zm00001d023541,Zm00001d023541
8583,Zm00001d026697,Zm00001d026697
8584,Zm00001d024145,Zm00001d024145
8585,Zm00001d025691,Zm00001d025691
8586,Zm00001d026459,Zm00001d026459
8587,Zm00001d025794,Zm00001d025794
8588,Zm00001d026246,Zm00001d026246
8589,Zm00001d023273,Zm00001d023273
8590,Zm00001d024827,Zm00001d024827
8591,Zm00001d026060,Zm00001d026060
8592,Zm00001d023406,Zm00001d023406
8593,Zm00001d026467,Zm00001d026467
8594,Zm00001d023753,Zm00001d023753
8595,Zm00001d025549,Zm00001d025549
8596,Zm00001d023371,Zm00001d023371
8597,Zm00001d026623,Zm00001d026623
8598,Zm00001d026343,Zm00001d026343
8599,Zm00001d024493,Zm00001d024493
8600,Zm00001d023944,Zm00001d023944
8601,Zm00001d026374,Zm00001d026374
8602,Zm00001d026117,Zm00001d026117
8603,Zm00001d024281,Zm00001d024281
8604,Zm00001d023424,Zm00001d023424
8605,Zm00001d025479,Zm00001d025479
8606,Zm00001d026321,Zm00001d026321
8607,Zm00001d024611,Zm00001d024611
8608,Zm00001d024767,Zm00001d024767
8609,Zm00001d025720,Zm00001d025720
8610,Zm00001d023451,Zm00001d023451
8611,Zm00001d025871,Zm00001d025871
8612,Zm00001d023694,Zm00001d023694
8613,Zm00001d024850,Zm00001d024850
8614,Zm00001d023254,Zm00001d023254
8615,Zm00001d023498,Zm00001d023498
8616,Zm00001d026579,Zm00001d026579
8617,Zm00001d024728,Zm00001d024728
8618,Zm00001d026122,Zm00001d026122
8619,Zm00001d023851,Zm00001d023851
8620,Zm00001d023220,Zm00001d023220
8621,Zm00001d024762,Zm00001d024762
8622,Zm00001d025891,Zm00001d025891
8623,Zm00001d026473,Zm00001d026473
8624,Zm00001d026687,Zm00001d026687
8625,Zm00001d023858,Zm00001d023858
8626,Zm00001d025577,Zm00001d025577
8627,Zm00001d024533,Zm00001d024533
8628,Zm00001d026313,Zm00001d026313
8629,Zm00001d025887,Zm00001d025887
8630,Zm00001d025233,Zm00001d025233
8631,Zm00001d023313,Zm00001d023313
8632,Zm00001d024646,Zm00001d024646
8633,Zm00001d024418,Zm00001d024418
8634,Zm00001d025596,Zm00001d025596
8635,Zm00001d025603,Zm00001d025603
8636,Zm00001d026381,Zm00001d026381
8637,Zm00001d025433,Zm00001d025433
8638,Zm00001d025564,Zm00001d025564
8639,Zm00001d024125,Zm00001d024125
8640,Zm00001d024652,Zm00001d024652
8641,Zm00001d025588,Zm00001d025588
8642,Zm00001d024320,Zm00001d024320
8643,Zm00001d024227,Zm00001d024227
8644,Zm00001d026524,Zm00001d026524
8645,Zm00001d023631,Zm00001d023631
8646,Zm00001d023995,Zm00001d023995
8647,Zm00001d023974,Zm00001d023974
8648,Zm00001d025227,Zm00001d025227
8649,Zm00001d026391,Zm00001d026391
8650,Zm00001d023629,Zm00001d023629
8651,Zm00001d025419,Zm00001d025419
8652,Zm00001d023711,Zm00001d023711
8653,Zm00001d024398,Zm00001d024398
8654,Zm00001d026251,Zm00001d026251
8655,Zm00001d025145,Zm00001d025145
8656,Zm00001d026135,Zm00001d026135
8657,Zm00001d024898,Zm00001d024898
8658,Zm00001d023342,Zm00001d023342
8659,Zm00001d025906,Zm00001d025906
8660,Zm00001d023466,Zm00001d023466
8661,Zm00001d026148,Zm00001d026148
8662,Zm00001d023681,Zm00001d023681
8663,Zm00001d025349,Zm00001d025349
8664,Zm00001d025993,Zm00001d025993
8665,Zm00001d025830,Zm00001d025830
8666,Zm00001d026018,Zm00001d026018
8667,Zm00001d025542,Zm00001d025542
8668,Zm00001d024438,Zm00001d024438
8669,Zm00001d025700,Zm00001d025700
8670,Zm00001d026280,Zm00001d026280
8671,Zm00001d023923,Zm00001d023923
8672,Zm00001d026589,Zm00001d026589
8673,Zm00001d023496,Zm00001d023496
8674,Zm00001d024166,Zm00001d024166
8675,Zm00001d026654,Zm00001d026654
8676,Zm00001d023888,Zm00001d023888
8677,Zm00001d023792,Zm00001d023792
8678,Zm00001d026705,Zm00001d026705
8679,Zm00001d025519,Zm00001d025519
8680,Zm00001d023470,Zm00001d023470
8681,Zm00001d024001,Zm00001d024001
8682,Zm00001d024716,Zm00001d024716
8683,Zm00001d026530,Zm00001d026530
8684,Zm00001d025819,Zm00001d025819
8685,Zm00001d023411,Zm00001d023411
8686,Zm00001d023485,Zm00001d023485
8687,Zm00001d025927,Zm00001d025927
8688,Zm00001d026407,Zm00001d026407
8689,Zm00001d025377,Zm00001d025377
8690,Zm00001d025997,Zm00001d025997
8691,Zm00001d024521,Zm00001d024521
8692,Zm00001d023698,Zm00001d023698
8693,Zm00001d023557,Zm00001d023557
8694,Zm00001d025781,Zm00001d025781
8695,Zm00001d023368,Zm00001d023368
8696,Zm00001d025120,Zm00001d025120
8697,Zm00001d025722,Zm00001d025722
8698,Zm00001d026364,Zm00001d026364
8699,Zm00001d023749,Zm00001d023749
8700,Zm00001d023238,Zm00001d023238
