,var,med
0,Zm00001d024742,Zm00001d024742
1,Zm00001d025653,Zm00001d025653
2,Zm00001d024903,Zm00001d024903
3,Zm00001d023618,Zm00001d023618
4,Zm00001d024825,Zm00001d024825
5,Zm00001d023504,Zm00001d023504
6,Zm00001d024246,Zm00001d024246
7,Zm00001d026581,Zm00001d026581
8,Zm00001d026257,Zm00001d026257
9,Zm00001d025202,Zm00001d025202
10,Zm00001d025847,Zm00001d025847
11,Zm00001d026680,Zm00001d026680
12,Zm00001d024009,Zm00001d024009
13,Zm00001d025379,Zm00001d025379
14,Zm00001d023308,Zm00001d023308
15,Zm00001d024222,Zm00001d024222
16,Zm00001d024601,Zm00001d024601
17,Zm00001d024300,Zm00001d024300
18,Zm00001d025885,Zm00001d025885
19,Zm00001d024760,Zm00001d024760
20,Zm00001d024429,Zm00001d024429
21,Zm00001d026164,Zm00001d026164
22,Zm00001d025687,Zm00001d025687
23,Zm00001d024922,Zm00001d024922
24,Zm00001d025415,Zm00001d025415
25,Zm00001d024525,Zm00001d024525
26,Zm00001d024683,Zm00001d024683
27,Zm00001d023807,Zm00001d023807
28,Zm00001d025044,Zm00001d025044
29,Zm00001d026084,Zm00001d026084
30,Zm00001d026311,Zm00001d026311
31,Zm00001d025297,Zm00001d025297
32,Zm00001d026244,Zm00001d026244
33,Zm00001d025763,Zm00001d025763
34,Zm00001d024500,Zm00001d024500
35,Zm00001d025809,Zm00001d025809
36,Zm00001d026452,Zm00001d026452
37,Zm00001d024413,Zm00001d024413
38,Zm00001d026382,Zm00001d026382
39,Zm00001d023373,Zm00001d023373
40,Zm00001d024549,Zm00001d024549
41,Zm00001d024749,Zm00001d024749
42,Zm00001d024806,Zm00001d024806
43,Zm00001d023932,Zm00001d023932
44,Zm00001d024644,Zm00001d024644
45,Zm00001d026435,Zm00001d026435
46,Zm00001d024765,Zm00001d024765
47,Zm00001d025946,Zm00001d025946
48,Zm00001d023729,Zm00001d023729
49,Zm00001d026009,Zm00001d026009
50,Zm00001d024655,Zm00001d024655
51,Zm00001d026238,Zm00001d026238
52,Zm00001d026345,Zm00001d026345
53,Zm00001d023568,Zm00001d023568
54,Zm00001d025028,Zm00001d025028
55,Zm00001d026421,Zm00001d026421
56,Zm00001d025401,Zm00001d025401
57,Zm00001d025878,Zm00001d025878
58,Zm00001d024822,Zm00001d024822
59,Zm00001d023846,Zm00001d023846
60,Zm00001d024274,Zm00001d024274
61,Zm00001d023429,Zm00001d023429
62,Zm00001d026271,Zm00001d026271
63,Zm00001d023536,Zm00001d023536
64,Zm00001d025365,Zm00001d025365
65,Zm00001d025347,Zm00001d025347
66,Zm00001d023774,Zm00001d023774
67,Zm00001d026610,Zm00001d026610
68,Zm00001d024169,Zm00001d024169
69,Zm00001d025474,Zm00001d025474
70,Zm00001d024058,Zm00001d024058
71,Zm00001d023797,Zm00001d023797
72,Zm00001d024435,Zm00001d024435
73,Zm00001d023672,Zm00001d023672
74,Zm00001d024621,Zm00001d024621
75,Zm00001d023856,Zm00001d023856
76,Zm00001d024155,Zm00001d024155
77,Zm00001d026120,Zm00001d026120
78,Zm00001d024718,Zm00001d024718
79,Zm00001d024879,Zm00001d024879
80,Zm00001d026677,Zm00001d026677
81,Zm00001d023892,Zm00001d023892
82,Zm00001d023661,Zm00001d023661
83,Zm00001d024017,Zm00001d024017
84,Zm00001d024454,Zm00001d024454
85,Zm00001d024101,Zm00001d024101
86,Zm00001d023574,Zm00001d023574
87,Zm00001d025910,Zm00001d025910
88,Zm00001d024109,Zm00001d024109
89,Zm00001d024912,Zm00001d024912
90,Zm00001d025783,Zm00001d025783
91,Zm00001d024480,Zm00001d024480
92,Zm00001d024209,Zm00001d024209
93,Zm00001d023367,Zm00001d023367
94,Zm00001d025671,Zm00001d025671
95,Zm00001d025652,Zm00001d025652
96,Zm00001d025632,Zm00001d025632
97,Zm00001d024935,Zm00001d024935
98,Zm00001d026641,Zm00001d026641
99,Zm00001d024257,Zm00001d024257
100,Zm00001d026306,Zm00001d026306
101,Zm00001d025939,Zm00001d025939
102,Zm00001d024475,Zm00001d024475
103,Zm00001d026411,Zm00001d026411
104,Zm00001d024393,Zm00001d024393
105,Zm00001d026703,Zm00001d026703
106,Zm00001d026595,Zm00001d026595
107,Zm00001d025737,Zm00001d025737
108,Zm00001d025115,Zm00001d025115
109,Zm00001d026397,Zm00001d026397
110,Zm00001d026022,Zm00001d026022
111,Zm00001d024843,Zm00001d024843
112,Zm00001d026270,Zm00001d026270
113,Zm00001d024442,Zm00001d024442
114,Zm00001d023993,Zm00001d023993
115,Zm00001d026408,Zm00001d026408
116,Zm00001d025186,Zm00001d025186
117,Zm00001d026611,Zm00001d026611
118,Zm00001d024306,Zm00001d024306
119,Zm00001d026030,Zm00001d026030
120,Zm00001d025089,Zm00001d025089
121,Zm00001d023559,Zm00001d023559
122,Zm00001d023264,Zm00001d023264
123,Zm00001d023431,Zm00001d023431
124,Zm00001d026444,Zm00001d026444
125,Zm00001d024985,Zm00001d024985
126,Zm00001d023966,Zm00001d023966
127,Zm00001d026468,Zm00001d026468
128,Zm00001d025706,Zm00001d025706
129,Zm00001d024510,Zm00001d024510
130,Zm00001d026005,Zm00001d026005
131,Zm00001d024632,Zm00001d024632
132,Zm00001d023243,Zm00001d023243
133,Zm00001d023682,Zm00001d023682
134,Zm00001d024286,Zm00001d024286
135,Zm00001d026600,Zm00001d026600
136,Zm00001d026035,Zm00001d026035
137,Zm00001d024554,Zm00001d024554
138,Zm00001d024436,Zm00001d024436
139,Zm00001d025905,Zm00001d025905
140,Zm00001d023900,Zm00001d023900
141,Zm00001d023335,Zm00001d023335
142,Zm00001d023706,Zm00001d023706
143,Zm00001d023321,Zm00001d023321
144,Zm00001d023651,Zm00001d023651
145,Zm00001d026160,Zm00001d026160
146,Zm00001d024292,Zm00001d024292
147,Zm00001d025263,Zm00001d025263
148,Zm00001d026386,Zm00001d026386
149,Zm00001d026479,Zm00001d026479
150,Zm00001d025565,Zm00001d025565
151,Zm00001d025943,Zm00001d025943
152,Zm00001d025806,Zm00001d025806
153,Zm00001d023293,Zm00001d023293
154,Zm00001d023766,Zm00001d023766
155,Zm00001d024517,Zm00001d024517
156,Zm00001d026569,Zm00001d026569
157,Zm00001d026177,Zm00001d026177
158,Zm00001d024722,Zm00001d024722
159,Zm00001d024832,Zm00001d024832
160,Zm00001d024545,Zm00001d024545
161,Zm00001d026291,Zm00001d026291
162,Zm00001d024467,Zm00001d024467
163,Zm00001d025404,Zm00001d025404
164,Zm00001d024239,Zm00001d024239
165,Zm00001d023569,Zm00001d023569
166,Zm00001d025622,Zm00001d025622
167,Zm00001d025983,Zm00001d025983
168,Zm00001d025682,Zm00001d025682
169,Zm00001d026586,Zm00001d026586
170,Zm00001d024729,Zm00001d024729
171,Zm00001d025636,Zm00001d025636
172,Zm00001d026577,Zm00001d026577
173,Zm00001d025093,Zm00001d025093
174,Zm00001d023583,Zm00001d023583
175,Zm00001d025989,Zm00001d025989
176,Zm00001d026647,Zm00001d026647
177,Zm00001d026185,Zm00001d026185
178,Zm00001d025317,Zm00001d025317
179,Zm00001d025135,Zm00001d025135
180,Zm00001d023518,Zm00001d023518
181,Zm00001d024253,Zm00001d024253
182,Zm00001d026269,Zm00001d026269
183,Zm00001d026625,Zm00001d026625
184,Zm00001d025284,Zm00001d025284
185,Zm00001d023216,Zm00001d023216
186,Zm00001d026673,Zm00001d026673
187,Zm00001d023445,Zm00001d023445
188,Zm00001d023859,Zm00001d023859
189,Zm00001d024187,Zm00001d024187
190,Zm00001d026544,Zm00001d026544
191,Zm00001d026125,Zm00001d026125
192,Zm00001d026659,Zm00001d026659
193,Zm00001d024625,Zm00001d024625
194,Zm00001d025426,Zm00001d025426
195,Zm00001d023799,Zm00001d023799
196,Zm00001d026633,Zm00001d026633
197,Zm00001d024654,Zm00001d024654
198,Zm00001d026087,Zm00001d026087
199,Zm00001d023641,Zm00001d023641
200,Zm00001d026494,Zm00001d026494
201,Zm00001d026163,Zm00001d026163
202,Zm00001d025677,Zm00001d025677
203,Zm00001d026297,Zm00001d026297
204,Zm00001d024942,Zm00001d024942
205,Zm00001d024462,Zm00001d024462
206,Zm00001d023271,Zm00001d023271
207,Zm00001d026323,Zm00001d026323
208,Zm00001d025182,Zm00001d025182
209,Zm00001d025601,Zm00001d025601
210,Zm00001d025844,Zm00001d025844
211,Zm00001d023939,Zm00001d023939
212,Zm00001d024852,Zm00001d024852
213,Zm00001d023746,Zm00001d023746
214,Zm00001d023736,Zm00001d023736
215,Zm00001d026434,Zm00001d026434
216,Zm00001d023507,Zm00001d023507
217,Zm00001d024343,Zm00001d024343
218,Zm00001d024866,Zm00001d024866
219,Zm00001d026077,Zm00001d026077
220,Zm00001d025504,Zm00001d025504
221,Zm00001d026549,Zm00001d026549
222,Zm00001d023487,Zm00001d023487
223,Zm00001d024034,Zm00001d024034
224,Zm00001d025203,Zm00001d025203
225,Zm00001d026350,Zm00001d026350
226,Zm00001d024225,Zm00001d024225
227,Zm00001d025306,Zm00001d025306
228,Zm00001d023531,Zm00001d023531
229,Zm00001d024617,Zm00001d024617
230,Zm00001d025477,Zm00001d025477
231,Zm00001d024171,Zm00001d024171
232,Zm00001d025517,Zm00001d025517
233,Zm00001d024691,Zm00001d024691
234,Zm00001d025642,Zm00001d025642
235,Zm00001d024164,Zm00001d024164
236,Zm00001d024577,Zm00001d024577
237,Zm00001d025324,Zm00001d025324
238,Zm00001d025874,Zm00001d025874
239,Zm00001d023286,Zm00001d023286
240,Zm00001d026031,Zm00001d026031
241,Zm00001d026628,Zm00001d026628
242,Zm00001d025851,Zm00001d025851
243,Zm00001d024927,Zm00001d024927
244,Zm00001d025695,Zm00001d025695
245,Zm00001d024753,Zm00001d024753
246,Zm00001d023265,Zm00001d023265
247,Zm00001d025676,Zm00001d025676
248,Zm00001d026405,Zm00001d026405
249,Zm00001d025990,Zm00001d025990
250,Zm00001d024322,Zm00001d024322
251,Zm00001d024229,Zm00001d024229
252,Zm00001d025508,Zm00001d025508
253,Zm00001d023758,Zm00001d023758
254,Zm00001d023718,Zm00001d023718
255,Zm00001d023514,Zm00001d023514
256,Zm00001d025835,Zm00001d025835
257,Zm00001d025839,Zm00001d025839
258,Zm00001d026146,Zm00001d026146
259,Zm00001d024787,Zm00001d024787
260,Zm00001d025250,Zm00001d025250
261,Zm00001d026213,Zm00001d026213
262,Zm00001d023405,Zm00001d023405
263,Zm00001d025827,Zm00001d025827
264,Zm00001d025266,Zm00001d025266
265,Zm00001d024701,Zm00001d024701
266,Zm00001d026286,Zm00001d026286
267,Zm00001d025442,Zm00001d025442
268,Zm00001d025774,Zm00001d025774
269,Zm00001d025051,Zm00001d025051
270,Zm00001d023483,Zm00001d023483
271,Zm00001d023413,Zm00001d023413
272,Zm00001d026191,Zm00001d026191
273,Zm00001d023739,Zm00001d023739
274,Zm00001d025225,Zm00001d025225
275,Zm00001d024958,Zm00001d024958
276,Zm00001d026652,Zm00001d026652
277,Zm00001d024930,Zm00001d024930
278,Zm00001d025540,Zm00001d025540
279,Zm00001d024158,Zm00001d024158
280,Zm00001d026301,Zm00001d026301
281,Zm00001d026115,Zm00001d026115
282,Zm00001d025669,Zm00001d025669
283,Zm00001d024197,Zm00001d024197
284,Zm00001d024835,Zm00001d024835
285,Zm00001d026199,Zm00001d026199
286,Zm00001d025390,Zm00001d025390
287,Zm00001d023391,Zm00001d023391
288,Zm00001d024532,Zm00001d024532
289,Zm00001d025073,Zm00001d025073
290,Zm00001d024725,Zm00001d024725
291,Zm00001d024915,Zm00001d024915
292,Zm00001d026265,Zm00001d026265
293,Zm00001d023723,Zm00001d023723
294,Zm00001d025757,Zm00001d025757
295,Zm00001d025740,Zm00001d025740
296,Zm00001d026367,Zm00001d026367
297,Zm00001d024711,Zm00001d024711
298,Zm00001d025930,Zm00001d025930
299,Zm00001d023654,Zm00001d023654
300,Zm00001d026221,Zm00001d026221
301,Zm00001d025420,Zm00001d025420
302,Zm00001d024635,Zm00001d024635
303,Zm00001d023901,Zm00001d023901
304,Zm00001d024975,Zm00001d024975
305,Zm00001d026008,Zm00001d026008
306,Zm00001d026362,Zm00001d026362
307,Zm00001d024608,Zm00001d024608
308,Zm00001d024776,Zm00001d024776
309,Zm00001d025059,Zm00001d025059
310,Zm00001d026109,Zm00001d026109
311,Zm00001d026040,Zm00001d026040
312,Zm00001d024431,Zm00001d024431
313,Zm00001d025561,Zm00001d025561
314,Zm00001d025810,Zm00001d025810
315,Zm00001d025374,Zm00001d025374
316,Zm00001d024996,Zm00001d024996
317,Zm00001d025705,Zm00001d025705
318,Zm00001d026663,Zm00001d026663
319,Zm00001d024568,Zm00001d024568
320,Zm00001d024883,Zm00001d024883
321,Zm00001d024840,Zm00001d024840
322,Zm00001d026691,Zm00001d026691
323,Zm00001d026517,Zm00001d026517
324,Zm00001d023842,Zm00001d023842
325,Zm00001d023366,Zm00001d023366
326,Zm00001d024698,Zm00001d024698
327,Zm00001d026574,Zm00001d026574
328,Zm00001d024590,Zm00001d024590
329,Zm00001d023912,Zm00001d023912
330,Zm00001d026514,Zm00001d026514
331,Zm00001d025539,Zm00001d025539
332,Zm00001d026026,Zm00001d026026
333,Zm00001d026284,Zm00001d026284
334,Zm00001d025557,Zm00001d025557
335,Zm00001d026437,Zm00001d026437
336,Zm00001d023278,Zm00001d023278
337,Zm00001d025777,Zm00001d025777
338,Zm00001d026375,Zm00001d026375
339,Zm00001d023783,Zm00001d023783
340,Zm00001d025940,Zm00001d025940
341,Zm00001d024356,Zm00001d024356
342,Zm00001d023534,Zm00001d023534
343,Zm00001d023593,Zm00001d023593
344,Zm00001d025962,Zm00001d025962
345,Zm00001d025286,Zm00001d025286
346,Zm00001d023652,Zm00001d023652
347,Zm00001d023246,Zm00001d023246
348,Zm00001d024313,Zm00001d024313
349,Zm00001d026062,Zm00001d026062
350,Zm00001d026091,Zm00001d026091
351,Zm00001d024612,Zm00001d024612
352,Zm00001d026357,Zm00001d026357
353,Zm00001d025602,Zm00001d025602
354,Zm00001d025509,Zm00001d025509
355,Zm00001d025230,Zm00001d025230
356,Zm00001d023316,Zm00001d023316
357,Zm00001d025591,Zm00001d025591
358,Zm00001d024913,Zm00001d024913
359,Zm00001d025901,Zm00001d025901
360,Zm00001d026429,Zm00001d026429
361,Zm00001d025170,Zm00001d025170
362,Zm00001d025187,Zm00001d025187
363,Zm00001d025615,Zm00001d025615
364,Zm00001d023492,Zm00001d023492
365,Zm00001d026303,Zm00001d026303
366,Zm00001d025459,Zm00001d025459
367,Zm00001d025633,Zm00001d025633
368,Zm00001d024421,Zm00001d024421
369,Zm00001d024803,Zm00001d024803
370,Zm00001d025982,Zm00001d025982
371,Zm00001d024234,Zm00001d024234
372,Zm00001d025668,Zm00001d025668
373,Zm00001d024243,Zm00001d024243
374,Zm00001d026572,Zm00001d026572
375,Zm00001d024878,Zm00001d024878
376,Zm00001d026678,Zm00001d026678
377,Zm00001d023582,Zm00001d023582
378,Zm00001d026181,Zm00001d026181
379,Zm00001d025675,Zm00001d025675
380,Zm00001d023571,Zm00001d023571
381,Zm00001d026404,Zm00001d026404
382,Zm00001d026556,Zm00001d026556
383,Zm00001d024059,Zm00001d024059
384,Zm00001d025053,Zm00001d025053
385,Zm00001d026394,Zm00001d026394
386,Zm00001d026567,Zm00001d026567
387,Zm00001d024559,Zm00001d024559
388,Zm00001d025841,Zm00001d025841
389,Zm00001d025869,Zm00001d025869
390,Zm00001d025066,Zm00001d025066
391,Zm00001d023759,Zm00001d023759
392,Zm00001d026657,Zm00001d026657
393,Zm00001d025863,Zm00001d025863
394,Zm00001d026068,Zm00001d026068
395,Zm00001d024401,Zm00001d024401
396,Zm00001d026126,Zm00001d026126
397,Zm00001d023452,Zm00001d023452
398,Zm00001d026186,Zm00001d026186
399,Zm00001d024376,Zm00001d024376
400,Zm00001d025114,Zm00001d025114
401,Zm00001d024926,Zm00001d024926
402,Zm00001d024409,Zm00001d024409
403,Zm00001d025725,Zm00001d025725
404,Zm00001d025457,Zm00001d025457
405,Zm00001d024156,Zm00001d024156
406,Zm00001d026665,Zm00001d026665
407,Zm00001d026554,Zm00001d026554
408,Zm00001d025803,Zm00001d025803
409,Zm00001d024661,Zm00001d024661
410,Zm00001d024992,Zm00001d024992
411,Zm00001d023857,Zm00001d023857
412,Zm00001d025018,Zm00001d025018
413,Zm00001d024036,Zm00001d024036
414,Zm00001d025334,Zm00001d025334
415,Zm00001d023425,Zm00001d023425
416,Zm00001d023610,Zm00001d023610
417,Zm00001d023551,Zm00001d023551
418,Zm00001d025081,Zm00001d025081
419,Zm00001d024869,Zm00001d024869
420,Zm00001d026669,Zm00001d026669
421,Zm00001d025616,Zm00001d025616
422,Zm00001d026368,Zm00001d026368
423,Zm00001d026485,Zm00001d026485
424,Zm00001d024196,Zm00001d024196
425,Zm00001d025679,Zm00001d025679
426,Zm00001d024695,Zm00001d024695
427,Zm00001d025726,Zm00001d025726
428,Zm00001d025881,Zm00001d025881
429,Zm00001d024775,Zm00001d024775
430,Zm00001d023562,Zm00001d023562
431,Zm00001d024060,Zm00001d024060
432,Zm00001d023602,Zm00001d023602
433,Zm00001d026279,Zm00001d026279
434,Zm00001d023671,Zm00001d023671
435,Zm00001d026043,Zm00001d026043
436,Zm00001d025786,Zm00001d025786
437,Zm00001d025417,Zm00001d025417
438,Zm00001d026253,Zm00001d026253
439,Zm00001d024595,Zm00001d024595
440,Zm00001d024314,Zm00001d024314
441,Zm00001d024672,Zm00001d024672
442,Zm00001d026078,Zm00001d026078
443,Zm00001d025364,Zm00001d025364
444,Zm00001d024410,Zm00001d024410
445,Zm00001d025078,Zm00001d025078
446,Zm00001d023906,Zm00001d023906
447,Zm00001d023747,Zm00001d023747
448,Zm00001d025101,Zm00001d025101
449,Zm00001d023476,Zm00001d023476
450,Zm00001d025752,Zm00001d025752
451,Zm00001d025931,Zm00001d025931
452,Zm00001d024497,Zm00001d024497
453,Zm00001d025371,Zm00001d025371
454,Zm00001d026095,Zm00001d026095
455,Zm00001d026118,Zm00001d026118
456,Zm00001d023442,Zm00001d023442
457,Zm00001d023488,Zm00001d023488
458,Zm00001d025514,Zm00001d025514
459,Zm00001d026194,Zm00001d026194
460,Zm00001d023717,Zm00001d023717
461,Zm00001d024970,Zm00001d024970
462,Zm00001d024763,Zm00001d024763
463,Zm00001d026106,Zm00001d026106
464,Zm00001d026387,Zm00001d026387
465,Zm00001d025095,Zm00001d025095
466,Zm00001d024203,Zm00001d024203
467,Zm00001d024346,Zm00001d024346
468,Zm00001d024954,Zm00001d024954
469,Zm00001d023300,Zm00001d023300
470,Zm00001d026154,Zm00001d026154
471,Zm00001d025955,Zm00001d025955
472,Zm00001d025621,Zm00001d025621
473,Zm00001d024938,Zm00001d024938
474,Zm00001d025282,Zm00001d025282
475,Zm00001d025447,Zm00001d025447
476,Zm00001d025692,Zm00001d025692
477,Zm00001d025877,Zm00001d025877
478,Zm00001d023248,Zm00001d023248
479,Zm00001d023867,Zm00001d023867
480,Zm00001d026698,Zm00001d026698
481,Zm00001d023752,Zm00001d023752
482,Zm00001d026307,Zm00001d026307
483,Zm00001d024588,Zm00001d024588
484,Zm00001d023765,Zm00001d023765
485,Zm00001d023215,Zm00001d023215
486,Zm00001d026290,Zm00001d026290
487,Zm00001d025817,Zm00001d025817
488,Zm00001d026245,Zm00001d026245
489,Zm00001d026585,Zm00001d026585
490,Zm00001d023978,Zm00001d023978
491,Zm00001d025797,Zm00001d025797
492,Zm00001d024338,Zm00001d024338
493,Zm00001d023495,Zm00001d023495
494,Zm00001d024489,Zm00001d024489
495,Zm00001d023660,Zm00001d023660
496,Zm00001d026358,Zm00001d026358
497,Zm00001d024858,Zm00001d024858
498,Zm00001d023964,Zm00001d023964
499,Zm00001d024055,Zm00001d024055
500,Zm00001d024821,Zm00001d024821
501,Zm00001d025735,Zm00001d025735
502,Zm00001d026606,Zm00001d026606
503,Zm00001d025607,Zm00001d025607
504,Zm00001d023539,Zm00001d023539
505,Zm00001d026510,Zm00001d026510
506,Zm00001d024437,Zm00001d024437
507,Zm00001d024558,Zm00001d024558
508,Zm00001d023331,Zm00001d023331
509,Zm00001d024083,Zm00001d024083
510,Zm00001d026500,Zm00001d026500
511,Zm00001d024979,Zm00001d024979
512,Zm00001d026426,Zm00001d026426
513,Zm00001d026664,Zm00001d026664
514,Zm00001d026376,Zm00001d026376
515,Zm00001d025309,Zm00001d025309
516,Zm00001d023979,Zm00001d023979
517,Zm00001d023258,Zm00001d023258
518,Zm00001d023804,Zm00001d023804
519,Zm00001d026348,Zm00001d026348
520,Zm00001d024665,Zm00001d024665
521,Zm00001d025575,Zm00001d025575
522,Zm00001d026150,Zm00001d026150
523,Zm00001d023341,Zm00001d023341
524,Zm00001d023291,Zm00001d023291
525,Zm00001d026249,Zm00001d026249
526,Zm00001d023719,Zm00001d023719
527,Zm00001d024744,Zm00001d024744
528,Zm00001d023501,Zm00001d023501
529,Zm00001d025435,Zm00001d025435
530,Zm00001d024484,Zm00001d024484
531,Zm00001d026469,Zm00001d026469
532,Zm00001d024507,Zm00001d024507
533,Zm00001d024373,Zm00001d024373
534,Zm00001d025760,Zm00001d025760
535,Zm00001d023283,Zm00001d023283
536,Zm00001d024741,Zm00001d024741
537,Zm00001d024143,Zm00001d024143
538,Zm00001d025388,Zm00001d025388
539,Zm00001d024183,Zm00001d024183
540,Zm00001d023399,Zm00001d023399
541,Zm00001d026451,Zm00001d026451
542,Zm00001d026149,Zm00001d026149
543,Zm00001d026063,Zm00001d026063
544,Zm00001d024213,Zm00001d024213
545,Zm00001d025274,Zm00001d025274
546,Zm00001d024414,Zm00001d024414
547,Zm00001d026302,Zm00001d026302
548,Zm00001d024159,Zm00001d024159
549,Zm00001d024957,Zm00001d024957
550,Zm00001d026317,Zm00001d026317
551,Zm00001d024237,Zm00001d024237
552,Zm00001d023592,Zm00001d023592
553,Zm00001d023542,Zm00001d023542
554,Zm00001d025987,Zm00001d025987
555,Zm00001d024934,Zm00001d024934
556,Zm00001d023953,Zm00001d023953
557,Zm00001d024960,Zm00001d024960
558,Zm00001d025454,Zm00001d025454
559,Zm00001d024310,Zm00001d024310
560,Zm00001d024305,Zm00001d024305
561,Zm00001d023420,Zm00001d023420
562,Zm00001d023410,Zm00001d023410
563,Zm00001d026178,Zm00001d026178
564,Zm00001d025963,Zm00001d025963
565,Zm00001d024784,Zm00001d024784
566,Zm00001d026471,Zm00001d026471
567,Zm00001d026259,Zm00001d026259
568,Zm00001d026683,Zm00001d026683
569,Zm00001d023788,Zm00001d023788
570,Zm00001d026509,Zm00001d026509
571,Zm00001d025822,Zm00001d025822
572,Zm00001d026073,Zm00001d026073
573,Zm00001d023899,Zm00001d023899
574,Zm00001d025156,Zm00001d025156
575,Zm00001d025581,Zm00001d025581
576,Zm00001d026331,Zm00001d026331
577,Zm00001d023324,Zm00001d023324
578,Zm00001d023558,Zm00001d023558
579,Zm00001d023473,Zm00001d023473
580,Zm00001d023793,Zm00001d023793
581,Zm00001d025193,Zm00001d025193
582,Zm00001d025161,Zm00001d025161
583,Zm00001d024585,Zm00001d024585
584,Zm00001d025996,Zm00001d025996
585,Zm00001d026475,Zm00001d026475
586,Zm00001d025337,Zm00001d025337
587,Zm00001d026442,Zm00001d026442
588,Zm00001d026094,Zm00001d026094
589,Zm00001d026258,Zm00001d026258
590,Zm00001d024273,Zm00001d024273
591,Zm00001d024598,Zm00001d024598
592,Zm00001d025414,Zm00001d025414
593,Zm00001d025586,Zm00001d025586
594,Zm00001d025920,Zm00001d025920
595,Zm00001d024833,Zm00001d024833
596,Zm00001d025460,Zm00001d025460
597,Zm00001d024527,Zm00001d024527
598,Zm00001d023434,Zm00001d023434
599,Zm00001d023611,Zm00001d023611
600,Zm00001d026370,Zm00001d026370
601,Zm00001d026134,Zm00001d026134
602,Zm00001d026447,Zm00001d026447
603,Zm00001d025352,Zm00001d025352
604,Zm00001d024033,Zm00001d024033
605,Zm00001d023334,Zm00001d023334
606,Zm00001d026390,Zm00001d026390
607,Zm00001d023352,Zm00001d023352
608,Zm00001d025467,Zm00001d025467
609,Zm00001d026462,Zm00001d026462
610,Zm00001d023249,Zm00001d023249
611,Zm00001d026523,Zm00001d026523
612,Zm00001d023674,Zm00001d023674
613,Zm00001d025403,Zm00001d025403
614,Zm00001d025381,Zm00001d025381
615,Zm00001d025545,Zm00001d025545
616,Zm00001d026334,Zm00001d026334
617,Zm00001d026607,Zm00001d026607
618,Zm00001d025000,Zm00001d025000
619,Zm00001d023605,Zm00001d023605
620,Zm00001d024363,Zm00001d024363
621,Zm00001d024944,Zm00001d024944
622,Zm00001d024333,Zm00001d024333
623,Zm00001d025491,Zm00001d025491
624,Zm00001d025322,Zm00001d025322
625,Zm00001d025710,Zm00001d025710
626,Zm00001d024324,Zm00001d024324
627,Zm00001d023369,Zm00001d023369
628,Zm00001d026568,Zm00001d026568
629,Zm00001d026478,Zm00001d026478
630,Zm00001d026547,Zm00001d026547
631,Zm00001d026173,Zm00001d026173
632,Zm00001d023887,Zm00001d023887
633,Zm00001d024732,Zm00001d024732
634,Zm00001d023263,Zm00001d023263
635,Zm00001d025789,Zm00001d025789
636,Zm00001d025296,Zm00001d025296
637,Zm00001d023703,Zm00001d023703
638,Zm00001d023235,Zm00001d023235
639,Zm00001d025410,Zm00001d025410
640,Zm00001d025975,Zm00001d025975
641,Zm00001d023302,Zm00001d023302
642,Zm00001d026020,Zm00001d026020
643,Zm00001d026599,Zm00001d026599
644,Zm00001d026706,Zm00001d026706
645,Zm00001d024082,Zm00001d024082
646,Zm00001d025654,Zm00001d025654
647,Zm00001d026312,Zm00001d026312
648,Zm00001d024347,Zm00001d024347
649,Zm00001d024339,Zm00001d024339
650,Zm00001d024857,Zm00001d024857
651,Zm00001d023239,Zm00001d023239
652,Zm00001d025958,Zm00001d025958
653,Zm00001d024048,Zm00001d024048
654,Zm00001d025649,Zm00001d025649
655,Zm00001d026266,Zm00001d026266
656,Zm00001d026197,Zm00001d026197
657,Zm00001d026588,Zm00001d026588
658,Zm00001d023957,Zm00001d023957
659,Zm00001d025915,Zm00001d025915
660,Zm00001d025188,Zm00001d025188
661,Zm00001d025952,Zm00001d025952
662,Zm00001d024795,Zm00001d024795
663,Zm00001d026113,Zm00001d026113
664,Zm00001d024734,Zm00001d024734
665,Zm00001d025979,Zm00001d025979
666,Zm00001d025573,Zm00001d025573
667,Zm00001d023361,Zm00001d023361
668,Zm00001d024345,Zm00001d024345
669,Zm00001d023480,Zm00001d023480
670,Zm00001d025816,Zm00001d025816
671,Zm00001d024294,Zm00001d024294
672,Zm00001d025400,Zm00001d025400
673,Zm00001d026236,Zm00001d026236
674,Zm00001d023320,Zm00001d023320
675,Zm00001d023280,Zm00001d023280
676,Zm00001d025626,Zm00001d025626
677,Zm00001d025812,Zm00001d025812
678,Zm00001d023512,Zm00001d023512
679,Zm00001d026593,Zm00001d026593
680,Zm00001d024897,Zm00001d024897
681,Zm00001d025785,Zm00001d025785
682,Zm00001d024751,Zm00001d024751
683,Zm00001d025006,Zm00001d025006
684,Zm00001d025674,Zm00001d025674
685,Zm00001d024715,Zm00001d024715
686,Zm00001d023866,Zm00001d023866
687,Zm00001d026529,Zm00001d026529
688,Zm00001d023401,Zm00001d023401
689,Zm00001d025992,Zm00001d025992
690,Zm00001d026206,Zm00001d026206
691,Zm00001d023327,Zm00001d023327
692,Zm00001d024119,Zm00001d024119
693,Zm00001d026692,Zm00001d026692
694,Zm00001d024207,Zm00001d024207
695,Zm00001d026446,Zm00001d026446
696,Zm00001d026474,Zm00001d026474
697,Zm00001d026132,Zm00001d026132
698,Zm00001d023926,Zm00001d023926
